WWR.MU,WOOLWORTHS,MUN,Grocery Stores
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",NYQ,Grocery Stores
MRW.L,Wm. Morrison Supermarkets plc,LSE,Grocery Stores
WOW.AX,Woolworths Limited,ASX,Grocery Stores
FWM,Fairway Group Holdings Corp.,NGM,Grocery Stores
SFS,"Smart & Final Stores, Inc.",NYQ,Grocery Stores
NWC.TO,North West Company Inc.,TOR,Grocery Stores
AHOB.DE,Koninklijke Ahold N.V.,GER,Grocery Stores
TSCO.L,Tesco PLC,LSE,Grocery Stores
PJP.F,X5 RTL SP GDR REG-S,FRA,Grocery Stores
CO.PA,"Casino, Guichard-Perrachon Société Anonyme
",PAR,Grocery Stores
S6M.DU,SEVEN & I HDGS,DUS,Grocery Stores
CBD,Companhia Brasileira de Distribuicao,NYQ,Grocery Stores
WN.TO,George Weston Limited,TOR,Grocery Stores
DEG,"Etablissements Delhaize Frères et Cie ""Le Lion"" (Groupe Delhaize) SA",NYQ,Grocery Stores
WWR.F,WOOLWORTHS,FRA,Grocery Stores
PCAR4.SA,Companhia Brasileira de Distribuicao,SAO,Grocery Stores
KR,The Kroger Co.,NYQ,Grocery Stores
TFM,"The Fresh Market, Inc.",NMS,Grocery Stores
WFM.BE,WHOLE FOODS MARKET,BER,Grocery Stores
AH.MI,Koninklijke Ahold N.V.,MIL,Grocery Stores
WFM,"Whole Foods Market, Inc.",NMS,Grocery Stores
IMKTA,"Ingles Markets, Incorporated",NMS,Grocery Stores
RNDY,"Roundy's, Inc.",NYQ,Grocery Stores
CASY,"Casey's General Stores, Inc.",NMS,Grocery Stores
HUM,Humana Inc.,NYQ,Health Care Plans
MOH,"Molina Healthcare, Inc.",NYQ,Health Care Plans
MHH.DE,Medisana AG,GER,Health Care Plans
HNT,"Health Net, Inc.",NYQ,Health Care Plans
MGLN,"Magellan Health, Inc.",NMS,Health Care Plans
NXG.V,"NexgenRx, Inc.",VAN,Health Care Plans
PYHH,Phyhealth Corp.,PNK,Health Care Plans
QUAL3.SA,Qualicorp S.A.,SAO,Health Care Plans
CVS,CVS Health Corporation,NYQ,Health Care Plans
ESRX,Express Scripts Holding Company,NMS,Health Care Plans
ANTM,"Anthem, Inc.",NYQ,Health Care Plans
WCG,"WellCare Health Plans, Inc.",NYQ,Health Care Plans
CI,Cigna Corp.,NYQ,Health Care Plans
UNH,UnitedHealth Group Incorporated,NYQ,Health Care Plans
AET,Aetna Inc.,NYQ,Health Care Plans
WLP.MX,"Anthem, Inc.",MEX,Health Care Plans
HRAA,"Health Revenue Assurance Holdings, Inc.",PNK,Health Care Plans
HIIQ,"Health Insurance Innovations, Inc.",NGM,Health Care Plans
GD6.SG,GENERALE DE SANTE,STU,Health Care Plans
MHH.BE,MEDISANA ,BER,Health Care Plans
CNC,Centene Corp.,NYQ,Health Care Plans
UAM,Universal American Corp,NYQ,Health Care Plans
HQY,"HealthEquity, Inc.",NMS,Healthcare Information Services
MDSO,"Medidata Solutions, Inc.",NMS,Healthcare Information Services
VEEV,Veeva Systems Inc.,NYQ,Healthcare Information Services
MRJ.BE,MERGE HEALTHCARE,BER,Healthcare Information Services
STRM,"Streamline Health Solutions, Inc.",NCM,Healthcare Information Services
MED.PA,Medasys SA,PAR,Healthcare Information Services
MDFI,"Medefile International, Inc.",PNK,Healthcare Information Services
IMPR,"Imprivata, Inc.",NYQ,Healthcare Information Services
BGAT,Bluegate Corporation,PNK,Healthcare Information Services
SDT.PA,Visiodent Société Anonyme,PAR,Healthcare Information Services
MTBC,"Medical Transcription Billing, Corp.",NCM,Healthcare Information Services
ADAT,Authentidate Holding Corp.,NCM,Healthcare Information Services
QY1.BE,QUALITY SYSTEMS,BER,Healthcare Information Services
MDAS,"MedAssets, Inc.",NMS,Healthcare Information Services
PVTA,"Preventia, Inc.",PNK,Healthcare Information Services
OC9.F,OMNICELL,FRA,Healthcare Information Services
NGH.V,Nightingale Informatix Corporation,VAN,Healthcare Information Services
OMCL,"Omnicell, Inc.",NMS,Healthcare Information Services
ATHN,"athenahealth, Inc.",NMS,Healthcare Information Services
VHGI,"VHGI Holdings, Inc.",PNK,Healthcare Information Services
IS8.DE,Ifa Systems Ag,GER,Healthcare Information Services
DIGP,"DigiPath Corp
",PNK,Healthcare Information Services
TCEC,TransCoastal Corporation,PNK,Healthcare Information Services
CGM.PA,Cegedim SA,PAR,Healthcare Information Services
COO.AX,Corum Group Limited,ASX,Healthcare Information Services
CGS.AX,CogState Limited,ASX,Healthcare Information Services
PINC,"Premier, Inc.",NMS,Healthcare Information Services
HSTM,Healthstream Inc.,NMS,Healthcare Information Services
OMCM,OmniComm Systems Inc.,OBB,Healthcare Information Services
WBSI,"WebSafety, Inc.",PNK,Healthcare Information Services
MRGE,Merge Healthcare Incorporated,NMS,Healthcare Information Services
QSII,Quality Systems Inc.,NMS,Healthcare Information Services
CLRX,"CollabRx, Inc.",NCM,Healthcare Information Services
WBMD,WebMD Health Corp.,NMS,Healthcare Information Services
CERN,Cerner Corporation,NMS,Healthcare Information Services
GLH.AX,Global Health Ltd.,ASX,Healthcare Information Services
MWX.V,Medworxx Solutions Inc,VAN,Healthcare Information Services
CNAB,United Cannabis Corporation,OBB,Healthcare Information Services
CPSI,Computer Programs & Systems Inc.,NMS,Healthcare Information Services
ICA,"Empresas ICA, S.A.B. de C.V.",NYQ,Heavy Construction
WEQ.TO,WesternOne Inc.,TOR,Heavy Construction
AEGN,Aegion Corporation,NMS,Heavy Construction
CIIC,China Infrastructure Investment Corp.,PNK,Heavy Construction
ZHEH.L,Zhejiang Expressway Co. Ltd.,LSE,Heavy Construction
PO6.F,PENTA-OCEAN CONSTR,FRA,Heavy Construction
MTZ,"MasTec, Inc.",NYQ,Heavy Construction
GV,Goldfield Corp.,ASE,Heavy Construction
LAYN,Layne Christensen Company,NMS,Heavy Construction
ZHJ.SG,ZJ EXPRESS -H-,STU,Heavy Construction
ZHJ.F,ZJ EXPRESS -H-,FRA,Heavy Construction
ZHJ.MU,ZJ EXPRESS -H-,MUN,Heavy Construction
OEST.BA,Grupo Concesionario del Oeste S.A.,BUE,Heavy Construction
DY,Dycom Industries Inc.,NYQ,Heavy Construction
UFG.BE,FERROVIAL,BER,Heavy Construction
GLDD,Great Lakes Dredge & Dock Corporation,NMS,Heavy Construction
ORN,"Orion Marine Group, Inc",NYQ,Heavy Construction
TCL.AX,Transurban Group,ASX,Heavy Construction
PO6.BE,PENTA-OCEAN CONSTR,BER,Heavy Construction
TPC,Tutor Perini Corporation,NYQ,Heavy Construction
JPINFRATE.NS,Jaypee Infratech Limited,NSI,Heavy Construction
FLR,Fluor Corporation,NYQ,Heavy Construction
PRIM,Primoris Services Corporation,NMS,Heavy Construction
IRB.NS,IRB Infrastructure Developers Limited,NSI,Heavy Construction
YOGISUNG.BO,Yogi Infra Projects Limited,BSE,Heavy Construction
STRL,Sterling Construction Co. Inc.,NMS,Heavy Construction
AGX,"Argan, Inc.",NYQ,Heavy Construction
MQA.AX,Macquarie Atlas Roads Group,ASX,Heavy Construction
GVA,Granite Construction Incorporated,NYQ,Heavy Construction
KIRK,Kirkland's Inc.,NMS,Home Furnishing Stores
RH,"Restoration Hardware Holdings, Inc.",NYQ,Home Furnishing Stores
BBBY,Bed Bath & Beyond Inc.,NMS,Home Furnishing Stores
WSM,Williams-Sonoma Inc.,NYQ,Home Furnishing Stores
HVT,Haverty Furniture Companies Inc.,NYQ,Home Furnishing Stores
PIR,"Pier 1 Imports, Inc.",NYQ,Home Furnishing Stores
AMWD,American Woodmark Corp.,NMS,Home Furnishings & Fixtures
QTM.AX,Quantum Energy Ltd.,ASX,Home Furnishings & Fixtures
OXV.BE,STEINHOFF INTL HLDG,BER,Home Furnishings & Fixtures
OXV.F,STEINHOFF INTL HLDG,FRA,Home Furnishings & Fixtures
BSET,"Bassett Furniture Industries, Incorporated",NMS,Home Furnishings & Fixtures
0607.HK,FULLSHARE,HKG,Home Furnishings & Fixtures
DEER,"Deer Consumer Products, Inc.",PNK,Home Furnishings & Fixtures
0837.HK,CARPENTER TAN,HKG,Home Furnishings & Fixtures
NVFY,"Nova Lifestyle, Inc.",NGM,Home Furnishings & Fixtures
VARUN.BO,Varun Industries Limited,BSE,Home Furnishings & Fixtures
WUG3.BE,WESTAG & GETALIT VZ,BER,Home Furnishings & Fixtures
VIB3.DE,Villeroy & Boch AG,GER,Home Furnishings & Fixtures
OXV.SG,STEINHOFF INTL HLDG,STU,Home Furnishings & Fixtures
MHK,Mohawk Industries Inc.,NYQ,Home Furnishings & Fixtures
LNF.TO,Leon's Furniture Ltd.,TOR,Home Furnishings & Fixtures
STLY,Stanley Furniture Co. Inc.,NMS,Home Furnishings & Fixtures
JY8.DU,JOYOU,DUS,Home Furnishings & Fixtures
1169.HK,"Haier Electronics Group Co., Ltd.",HKG,Home Furnishings & Fixtures
JY8.SG,JOYOU,STU,Home Furnishings & Fixtures
FLXS,Flexsteel Industries Inc.,NMS,Home Furnishings & Fixtures
HBM.DU,HORNBACH-BAUMARKT,DUS,Home Furnishings & Fixtures
SO.PA,Somfy SA,PAR,Home Furnishings & Fixtures
0531.HK,SAMSON HOLDING,HKG,Home Furnishings & Fixtures
JAIPAN.BO,Jaipan Industries Ltd,BSE,Home Furnishings & Fixtures
FBHS,"Fortune Brands Home & Security, Inc.",NYQ,Home Furnishings & Fixtures
0724.HK,Sino-Tech International Holdings Limited,HKG,Home Furnishings & Fixtures
AAM.BE,MAN WAH HLDGS,BER,Home Furnishings & Fixtures
0477.HK,AUPU GROUP HLDG,HKG,Home Furnishings & Fixtures
NTZ,Natuzzi SpA,NYQ,Home Furnishings & Fixtures
0713.HK,WORLD HOUSEWARE,HKG,Home Furnishings & Fixtures
JA3.F,JARDEN,FRA,Home Furnishings & Fixtures
SCSS,Select Comfort Corporation,NMS,Home Furnishings & Fixtures
VASCONI.MX,"Grupo Vasconia, S.A.B.",MEX,Home Furnishings & Fixtures
JA3.BE,JARDEN,BER,Home Furnishings & Fixtures
QD4.F,QUANTUM ENERGY,FRA,Home Furnishings & Fixtures
NDH1.F,METALL ZUG N -B-,FRA,Home Furnishings & Fixtures
LEG,"Leggett & Platt, Incorporated",NYQ,Home Furnishings & Fixtures
CWA.TO,Coast Wholesale Appliances Inc.,TOR,Home Furnishings & Fixtures
WUG.DU,WESTAG & GETALIT,DUS,Home Furnishings & Fixtures
MVN.NZ,Methven Ltd.,NZE,Home Furnishings & Fixtures
LZB,La-Z-Boy Incorporated,NYQ,Home Furnishings & Fixtures
JY8.F,JOYOU,FRA,Home Furnishings & Fixtures
GKE.BE,HISENSE KELON -H-,BER,Home Furnishings & Fixtures
TPX,Tempur Sealy International Inc.,NYQ,Home Furnishings & Fixtures
EFOI,"Energy Focus, Inc.",NCM,Home Furnishings & Fixtures
AFBG,"American Fiber Green Products, Inc.",PNK,Home Furnishings & Fixtures
NCFT,"Norcraft Companies, Inc.",NYQ,Home Furnishings & Fixtures
DOME.BA,DOMEC Cía De Artefactos Domesticos Sociedad Anonima Industrial Comercial y Financiera,BUE,Home Furnishings & Fixtures
WUG3.SG,WESTAG & GETALIT VZ,STU,Home Furnishings & Fixtures
HOFT,Hooker Furniture Corp.,NMS,Home Furnishings & Fixtures
SYMPHONY.BO,Symphony Limited,BSE,Home Furnishings & Fixtures
PTE.V,Pioneering Technology Corp.,VAN,Home Furnishings & Fixtures
LBY,Libbey Inc.,ASE,Home Furnishings & Fixtures
EVRY,"EveryWare Global, Inc.",NGM,Home Furnishings & Fixtures
RCH.TO,Richelieu Hardware Ltd.,TOR,Home Furnishings & Fixtures
1198.HK,ROYALE FURN,HKG,Home Furnishings & Fixtures
ETH,Ethan Allen Interiors Inc.,NYQ,Home Furnishings & Fixtures
UDIS.PA,U10 SA,PAR,Home Furnishings & Fixtures
WUG.DE,Westag & Getalit Aktiengesellschaft,GER,Home Furnishings & Fixtures
HASC,"HASCO Medical, Inc.",PNK,Home Health Care
LHCG,"LHC Group, Inc.",NMS,Home Health Care
GTIV,Gentiva Health Services Inc.,NMS,Home Health Care
ADUS,Addus HomeCare Corporation,NMS,Home Health Care
CHE,Chemed Corp.,NYQ,Home Health Care
BIOS,BioScrip Inc.,NMS,Home Health Care
AMED,Amedisys Inc.,NMS,Home Health Care
AFAM,Almost Family Inc.,NMS,Home Health Care
TBL.TO,Taiga Building Products Ltd.,TOR,Home Improvement Stores
AMZZ,"Amazonica, Corp.",PNK,Home Improvement Stores
HD.BA,"The Home Depot, Inc.",BUE,Home Improvement Stores
HD,"The Home Depot, Inc.",NYQ,Home Improvement Stores
KFI1.BE,KINGFISHER,BER,Home Improvement Stores
LL,"Lumber Liquidators Holdings, Inc.",NYQ,Home Improvement Stores
TTS,"Tile Shop Holdings, Inc.",NMS,Home Improvement Stores
BLDR,"Builders FirstSource, Inc.",NMS,Home Improvement Stores
HD.MX,"The Home Depot, Inc.",MEX,Home Improvement Stores
LOW,Lowe's Companies Inc.,NYQ,Home Improvement Stores
KO2.SG,KORIAN-MEDICA,STU,Hospitals
BRC.AX,Brain Resource Limited,ASX,Hospitals
THC,Tenet Healthcare Corp.,NYQ,Hospitals
P47.SI,Pacific Healthcare Holdings Ltd.,SES,Hospitals
SNZ.AX,Summerset Group Holdings Limited,ASX,Hospitals
PHG.AX,Pulse Health Limited,ASX,Hospitals
YCR.F,ALMOST FAMILY,FRA,Hospitals
MKAN.DE,Marseille-Kliniken AG,GER,Hospitals
KOVAI.NS,Kovai Medical Center & Hospital Ltd.,NSI,Hospitals
NHC.TO,Nobilis Health Corp.,TOR,Hospitals
LPNT,Lifepoint Hospitals Inc.,NMS,Hospitals
MAK.F,MATERNUS-KLINIKEN,FRA,Hospitals
SPI.L,Spire Healthcare Group Plc,LSE,Hospitals
DYII,Dynacq Healthcare Inc.,PNK,Hospitals
CCM,Concord Medical Services Holdings Limited,NYQ,Hospitals
MKAN.DU,MARSEILLE-KLINIKE N,DUS,Hospitals
RHK.DE,"Rhön-Klinikum Aktiengesellschaft
",GER,Hospitals
L53.F,LIFE HEALTH GRP,FRA,Hospitals
FME.DE,Fresenius Medical Care AG & Co. KGAA,GER,Hospitals
VRT.AX,Virtus Health Limited,ASX,Hospitals
SHL.AX,Sonic Healthcare Limited,ASX,Hospitals
SSY,SunLink Health Systems Inc.,ASE,Hospitals
JYNT,The Joint Corp.,NCM,Hospitals
GXL.AX,Greencross Limited,ASX,Hospitals
USMD,"USMD Holdings, Inc.",NCM,Hospitals
ZDHJERK.BO,Dhanvantri Jeevan Rekha Ltd,BSE,Hospitals
L53.SG,LIFE HEALTH GRP,STU,Hospitals
QC7.SI,Q & M Dental Group (Singapore) Limited,SES,Hospitals
TRL.BE,DAVITA HLTH CARE,BER,Hospitals
MED.F,MEDICLIN,FRA,Hospitals
AHI.V,"Agility Health, Inc.",VAN,Hospitals
SYR.L,Synergy Health plc,LSE,Hospitals
ADPT,Adeptus Health Inc.,NYQ,Hospitals
MAK.HA,MATERNUS-KLINIKEN,HAN,Hospitals
PRY.AX,Primary Health Care Limited,ASX,Hospitals
FRE.DE,Fresenius SE & Co KGaA,GER,Hospitals
KO2.BE,KORIAN-MEDICA,BER,Hospitals
FME.MU,FRESENIUS MED CARE,MUN,Hospitals
VCA.F,VCA,FRA,Hospitals
RHC.AX,Ramsay Health Care Limited,ASX,Hospitals
HCA,"HCA Holdings, Inc.",NYQ,Hospitals
AMSG,AmSurg Corp.,NMS,Hospitals
SEM,Select Medical Holdings Corporation,NYQ,Hospitals
CYH,"Community Health Systems, Inc.",NYQ,Hospitals
UHS,Universal Health Services Inc.,NYQ,Hospitals
CLX,The Clorox Company,NYQ,Housewares & Accessories
NWL,Newell Rubbermaid Inc.,NYQ,Housewares & Accessories
ACU,Acme United Corp.,ASE,Housewares & Accessories
LCUT,"Lifetime Brands, Inc.",NMS,Housewares & Accessories
JAH,Jarden Corp.,NYQ,Housewares & Accessories
HELE,Helen of Troy Limited,NMS,Housewares & Accessories
EGN,Energen Corp.,NYQ,Independent Oil & Gas
OEL.AX,Otto Energy Limited,ASX,Independent Oil & Gas
RAI.AX,Peak Oil & Gas Limited,ASX,Independent Oil & Gas
GTE.TO,"Gran Tierra Energy, Inc.",TOR,Independent Oil & Gas
I8U.BE,INPEX,BER,Independent Oil & Gas
SLG.V,Sterling Resources Ltd.,VAN,Independent Oil & Gas
MPO,"Midstates Petroleum Company, Inc.",NYQ,Independent Oil & Gas
KEC.V,Toro Oil & Gas Ltd.,VAN,Independent Oil & Gas
SGY.TO,Surge Energy Inc.,TOR,Independent Oil & Gas
NAMG,North American Oil & Gas Corp.,PNK,Independent Oil & Gas
IE.TO,Ivanhoe Energy Inc.,TOR,Independent Oil & Gas
3VNA.BE,VANGUARD NATL RES,BER,Independent Oil & Gas
DXE.V,"Dualex Energy International, Inc.",VAN,Independent Oil & Gas
LEI,"Lucas Energy, Inc.",ASE,Independent Oil & Gas
RSRV,Reserve Petroleum Co.,PNK,Independent Oil & Gas
PSH.V,Petroshale Inc.,VAN,Independent Oil & Gas
APC,Anadarko Petroleum Corporation,NYQ,Independent Oil & Gas
DLOV,Daleco Resources Corp.,PNK,Independent Oil & Gas
BRPC,Black River Petroleum Corp.,OBB,Independent Oil & Gas
CWQ.V,Curlew Lake Resources Inc.,VAN,Independent Oil & Gas
PMO.L,Premier Oil plc,LSE,Independent Oil & Gas
CEGX,"Cardinal Energy Group, Inc.",OBB,Independent Oil & Gas
MEI.V,Manitok Energy Inc.,VAN,Independent Oil & Gas
NZ.V,New Zealand Energy Corporation,VAN,Independent Oil & Gas
YUMA,"Yuma Energy, Inc.",ASE,Independent Oil & Gas
BEN.V,Butte Energy Inc.,VAN,Independent Oil & Gas
LOGL,"Legend Oil and Gas, Ltd.",PNK,Independent Oil & Gas
VII.TO,Seven Generations Energy Ltd.,TOR,Independent Oil & Gas
NQQ.F,NEXUS ENERGY,FRA,Independent Oil & Gas
ATH.TO,Athabasca Oil Corporation,TOR,Independent Oil & Gas
AZA.V,Azabache Energy Inc.,VAN,Independent Oil & Gas
KUB.V,CUB Energy Inc.,VAN,Independent Oil & Gas
COP,ConocoPhillips,NYQ,Independent Oil & Gas
AE-A.V,"Anterra Energy, Inc.",VAN,Independent Oil & Gas
Q9H1.DE,JSC KazMunaiGas Exploration Production,GER,Independent Oil & Gas
CCR.V,Kaymus Resources Inc.,VAN,Independent Oil & Gas
IPRC,"Imperial Resources, Inc.",PNK,Independent Oil & Gas
BNP.TO,Bonavista Energy Corporation,TOR,Independent Oil & Gas
GENL.L,Genel Energy plc,LSE,Independent Oil & Gas
KIJ.F,CONCHO RES,FRA,Independent Oil & Gas
POU.TO,Paramount Resources Ltd.,TOR,Independent Oil & Gas
MCF,Contango Oil & Gas Company,ASE,Independent Oil & Gas
VNOM,Viper Energy Partners LP,NMS,Independent Oil & Gas
NDRO,Enduro Royalty Trust,NYQ,Independent Oil & Gas
PEH.V,"Primeline Energy Holdings, Inc.",VAN,Independent Oil & Gas
AOS.V,Alberta Oilsands Inc.,VAN,Independent Oil & Gas
ROC.AX,Roc Oil Company Limited,ASX,Independent Oil & Gas
EPD,Enterprise Products Partners L.P.,NYQ,Independent Oil & Gas
BECC,Breitling Energy Corporation,PNK,Independent Oil & Gas
FPP,Fieldpoint Petroleum Corp.,ASE,Independent Oil & Gas
PNRG,PrimeEnergy Corp.,NCM,Independent Oil & Gas
QE1.F,QUESTERRE ENERGY-A,FRA,Independent Oil & Gas
AJQ.AX,Armour Energy Limited,ASX,Independent Oil & Gas
702A.F,YANGARRA RES,FRA,Independent Oil & Gas
CYG.V,CYGAM Energy Inc.,VAN,Independent Oil & Gas
SRN.V,Suroco Energy Inc.,VAN,Independent Oil & Gas
NZO.NZ,New Zealand Oil & Gas Limited,NZE,Independent Oil & Gas
XCQ.BE,CABOT OIL & GAS,BER,Independent Oil & Gas
STP.TO,Southern Pacific Resource Corp.,TOR,Independent Oil & Gas
ORC-B.V,Orca Exploration Group Inc.,VAN,Independent Oil & Gas
FRU.TO,Freehold Royalties Ltd.,TOR,Independent Oil & Gas
AOW.AX,American Patriot Oil & Gas Limited,ASX,Independent Oil & Gas
EPS.TO,Epsilon Energy Ltd. (Canada),TOR,Independent Oil & Gas
OPC.DU,OCCID.PETROL CORP,DUS,Independent Oil & Gas
NUK.V,North Sea Energy Inc.,VAN,Independent Oil & Gas
STO.AX,Santos Limited,ASX,Independent Oil & Gas
SGY,Stone Energy Corp.,NYQ,Independent Oil & Gas
Q9H1.MU,KAZMUN SP GDR REG-S,MUN,Independent Oil & Gas
SEN.TO,Serinus Energy Inc.,TOR,Independent Oil & Gas
OIL.V,LGX Oil + Gas Inc.,VAN,Independent Oil & Gas
PTV.V,Petro Vista Energy Corp.,VAN,Independent Oil & Gas
TPN.V,Taipan Resources Inc,VAN,Independent Oil & Gas
RIOB,"Rio Bravo Oil, Inc.",PNK,Independent Oil & Gas
PVE.AX,Po Valley Energy Ltd.,ASX,Independent Oil & Gas
SARA,Saratoga Resources Inc.,ASE,Independent Oil & Gas
FEEC,Far East Energy Corp.,PNK,Independent Oil & Gas
PXL.V,Palliser Oil & Gas Corporation,VAN,Independent Oil & Gas
EEQ,Enbridge Energy Management LLC,NYQ,Independent Oil & Gas
PNE.V,Pine Cliff Energy Ltd.,VAN,Independent Oil & Gas
ATPGQ,ATP Oil & Gas Corp.,PNK,Independent Oil & Gas
GBR,"New Concept Energy, Inc.",ASE,Independent Oil & Gas
COG,Cabot Oil & Gas Corporation,NYQ,Independent Oil & Gas
ARX.TO,ARC Resources Ltd.,TOR,Independent Oil & Gas
RTK.TO,Artek Exploration Ltd,TOR,Independent Oil & Gas
EOG,"EOG Resources, Inc.",NYQ,Independent Oil & Gas
ESSE,Earth Search Sciences Inc.,PNK,Independent Oil & Gas
OXY,Occidental Petroleum Corporation,NYQ,Independent Oil & Gas
CJ.TO,Cardinal Energy Ltd.,TOR,Independent Oil & Gas
MTDR,Matador Resources Company,NYQ,Independent Oil & Gas
PXD,Pioneer Natural Resources Co.,NYQ,Independent Oil & Gas
PCO.V,Phoenix Canada Oil Co. Ltd.,VAN,Independent Oil & Gas
ABL.V,Abington Resources Ltd.,VAN,Independent Oil & Gas
MNH.V,MENA Hydrocarbons Inc.,VAN,Independent Oil & Gas
USO.V,US Oil Sands Inc.,VAN,Independent Oil & Gas
NE.V,Nextraction Energy Corp.,VAN,Independent Oil & Gas
HN.V,High North Resources Ltd.,VAN,Independent Oil & Gas
QGEP3.SA,"QGEP Participações S.A.
",SAO,Independent Oil & Gas
SLK.V,Silk Road Energy Inc.,VAN,Independent Oil & Gas
C68.SI,Mirach Energy Limited,SES,Independent Oil & Gas
TPL.TO,Tethys Petroleum Limited,TOR,Independent Oil & Gas
WEB.V,Westbridge Energy Corporation,VAN,Independent Oil & Gas
FXEN,FX Energy Inc.,NMS,Independent Oil & Gas
ECCE,Eagle Ford Oil & Gas Corp.,PNK,Independent Oil & Gas
SRX.V,Storm Resources Ltd.,VAN,Independent Oil & Gas
KEL.TO,Kelt Exploration Ltd.,TOR,Independent Oil & Gas
44W.F,WESTERNZAGROS RES,FRA,Independent Oil & Gas
ROSE,"Rosetta Resources, Inc.",NMS,Independent Oil & Gas
WPL.AX,Woodside Petroleum Ltd.,ASX,Independent Oil & Gas
PPP.AX,Pan Pacific Petroleum NL,ASX,Independent Oil & Gas
EXXI,Energy XXI Ltd.,NMS,Independent Oil & Gas
RE.TO,Rock Energy Inc.,TOR,Independent Oil & Gas
TNP.TO,TransAtlantic Petroleum Ltd.,TOR,Independent Oil & Gas
HINDOILEXP.BO,Hindustan Oil Exploration Company Limited,BSE,Independent Oil & Gas
MCEP,"Mid-Con Energy Partners, LP",NMS,Independent Oil & Gas
RICE,Rice Energy Inc.,NYQ,Independent Oil & Gas
CDB.V,Petro One Energy Corp.,VAN,Independent Oil & Gas
TAE.V,"TransAmerican Energy, Inc.",VAN,Independent Oil & Gas
CNQ,Canadian Natural Resources Limited,NYQ,Independent Oil & Gas
TEG.AX,Triangle Energy (Global) Limited,ASX,Independent Oil & Gas
CPG,Crescent Point Energy Corp.,NYQ,Independent Oil & Gas
NC2B.DU,CNOOC,DUS,Independent Oil & Gas
SGL.TO,Spyglass Resources Corp.,TOR,Independent Oil & Gas
BPT.AX,Beach Energy Limited,ASX,Independent Oil & Gas
DLS.AX,"Drillsearch Energy, Ltd.",ASX,Independent Oil & Gas
OEX.AX,Oilex Ltd.,ASX,Independent Oil & Gas
JONE,"Jones Energy, Inc.",NYQ,Independent Oil & Gas
TDO.AX,3D Oil Limited,ASX,Independent Oil & Gas
NOG.V,Nordic Oil & Gas Ltd.,VAN,Independent Oil & Gas
XCO,EXCO Resources Inc.,NYQ,Independent Oil & Gas
ENSV,Enservco Corporation,ASE,Independent Oil & Gas
YQJ1.BE,TRANSAMERICAN,BER,Independent Oil & Gas
TGL.TO,TransGlobe Energy Corporation,TOR,Independent Oil & Gas
EQU.TO,Equal Energy Ltd.,TOR,Independent Oil & Gas
ZTA.AX,Zeta Petroleum PLC,ASX,Independent Oil & Gas
EGO.AX,Empire Oil & Gas NL,ASX,Independent Oil & Gas
CNQ.TO,Canadian Natural Resources Limited,TOR,Independent Oil & Gas
PNK.MU,PIONEER NATURAL RES,MUN,Independent Oil & Gas
RAW.AX,Rawson Resources Ltd.,ASX,Independent Oil & Gas
MUR,Murphy Oil Corporation,NYQ,Independent Oil & Gas
SAH.V,Sahara Energy Ltd.,VAN,Independent Oil & Gas
DKL,"Delek Logistics Partners, LP",NYQ,Independent Oil & Gas
0883.HK,CNOOC Ltd.,HKG,Independent Oil & Gas
NVAL.SG,PTT EXPL NVDR,STU,Independent Oil & Gas
OS7.SG,OASIS PETRLM,STU,Independent Oil & Gas
EOG.V,Eco (Atlantic) Oil & Gas Ltd.,VAN,Independent Oil & Gas
XEC,Cimarex Energy Co.,NYQ,Independent Oil & Gas
CNX,CONSOL Energy Inc.,NYQ,Independent Oil & Gas
CMT.AX,Cott Oil and Gas Limited,ASX,Independent Oil & Gas
OYL.V,"CGX Energy, Inc.",VAN,Independent Oil & Gas
SU,Suncor Energy Inc.,NYQ,Independent Oil & Gas
YQJ1.SG,TRANSAMERICAN,STU,Independent Oil & Gas
VGN.V,Greencastle Resources Ltd.,VAN,Independent Oil & Gas
OGI.AX,OGI Group Limited,ASX,Independent Oil & Gas
3899.HK,CIMC ENRIC,HKG,Independent Oil & Gas
CPE,Callon Petroleum Company,NYQ,Independent Oil & Gas
TPT.AX,Tangiers Petroleum Limited,ASX,Independent Oil & Gas
EE.TO,Exall Energy Corporation,TOR,Independent Oil & Gas
TET.TO,Trilogy Energy Corp.,TOR,Independent Oil & Gas
LRE.TO,Long Run Exploration Ltd.,TOR,Independent Oil & Gas
MVO,MV Oil Trust,NYQ,Independent Oil & Gas
RMP.TO,RMP Energy Inc.,TOR,Independent Oil & Gas
DVN,Devon Energy Corporation,NYQ,Independent Oil & Gas
3PW.BE,XCITE ENERGY,BER,Independent Oil & Gas
OIL.NS,Oil India Limited,NSI,Independent Oil & Gas
PHX,Panhandle Oil and Gas Inc.,NYQ,Independent Oil & Gas
SDE.V,Standard Exploration Ltd,VAN,Independent Oil & Gas
HEI.V,Huntington Exploration Inc.,VAN,Independent Oil & Gas
I8U.DU,INPEX,DUS,Independent Oil & Gas
BKX.TO,BNK Petroleum Inc.,TOR,Independent Oil & Gas
JKX.SG,JKX OIL & GAS,STU,Independent Oil & Gas
CHK,Chesapeake Energy Corporation,NYQ,Independent Oil & Gas
WPX,"WPX Energy, Inc.",NYQ,Independent Oil & Gas
MEMP,Memorial Production Partners LP,NMS,Independent Oil & Gas
Q9H1.SG,KAZMUN SP GDR REG-S,STU,Independent Oil & Gas
